reporting_org_ref,registry_id,org_type,org_name,abbreviation,usability_score,tracker_commit,tracker_spend,latest_txn_year,hq_country,CRS_codes,IATI_organisation_type,IATI_organisation_name,country
US-IRS-13-5661832,plan_usa,NGO,Plan International USA,, ,,,2015,US,,International NGO,Plan International USA,
IE-CHY-15037,plan_ireland,NGO,Plan Ireland Charitable Assistance Limited,, ,,,2013,IE,,International NGO,Plan Ireland Charitable Assistance Limited,
DK-CVR-20356731,plb,NGO,PlanB��rnefonden,, ,,,2021,DK,,International NGO,PlanB��rnefonden,
MZ-NUIT-700179850,plama,NGO,Plataforma Mo̤ambicana da ́gua (PLAMA),, ,,,2021,MZ,,National NGO,Plataforma Mo̤ambicana da ́gua (PLAMA),
GB-CHC-1125948,pont,NGO,PONT,, ,,,2011,GB,,International NGO,PONT,
US-EIN-030358029,pmc,NGO,Population Media Center,, ,,,2021,US,,International NGO,Population Media Center,
21032,psi,NGO,Population Service International,, ,,,#N/A,US,,International NGO,Population Service International,
BD-NAB-1102,pstc_1102,NGO,Population Services and Training Centre (PSTC),, ,,,2019,BD,,National NGO,Population Services and Training Centre (PSTC),
KE-NCB-2180511304359047,pskenya_19,NGO,Population Services Kenya,, ,,,2020,KE,,National NGO,Population Services Kenya,
GB-CHC-1059996,power,NGO,Power International,, ,,,2013,GB,,International NGO,Power International,
GH-RGD-CG001532017,ppag_123,NGO,PPAG,, ,,,2021,GH,,National NGO,PPAG,
GB-COH-871954,pa,NGO,Practical Action,, ,,,2021,GB,,International NGO,Practical Action,
IN-AR-775,pragya,NGO,Pragya India,, ,,,2016,IN,,National NGO,Pragya India,
NL-KVK-41159889,pcf,NGO,Prince Claus Fund,, ,,,2020,NL,,International NGO,Prince Claus Fund,
GB-CHC-294329,progressio,NGO,Progressio (closed),, ,,,2016,GB,,International NGO,Progressio (closed),
GB-CHC-1094272,phe,NGO,Project Harar,, ,,,2017,GB,,International NGO,Project Harar,
US-EIN-26-1931968,pmo-us,NGO,Promundo-US,, ,,,2020,US,,International NGO,Promundo-US,
ZM-PCR-12015013762,prospero,NGO,Prospero Limited,, ,,,#N/A,ZM,,National NGO,Prospero Limited,
UG-NGB-63360,prefa_1,NGO,Protecting Families Against HIV/AIDS,, ,,,2018,UG,,National NGO,Protecting Families Against HIV/AIDS,
BE-BCE_KBO-0417299047,protos,NGO,Protos,, ,,,2021,BE,,National NGO,Protos,
GB-COH-07676886,pwyf,NGO,Publish What You Fund,, ,,,2021,GB,,International NGO,Publish What You Fund,
NL-KVK-41160229,pumnl,NGO,PUM Netherlands,, ,,,2021,NL,,International NGO,PUM Netherlands,
GB-CHC-1077889,pumpaid,NGO,Pump Aid,, ,,,2019,GB,,International NGO,Pump Aid,
JO-MSD-2013011100066,qrfed,NGO,Queen Rania Foundation for Education and Development,, ,,,2021,JO,,National NGO,Queen Rania Foundation for Education and Development,
BE-BCE_KBO-0445741823,quinoa,NGO,Quinoa,, ,,,2021,BE,,National NGO,Quinoa,
NL-KVK-34176587,rlb,NGO,Radio La Benevolencija,, ,,,2020,NL,,International NGO,Radio La Benevolencija,
PK-MSW-633-1965,rfpap,NGO,Rahnuma-Family Planning Assocation of Pakistan,, ,,,2016,PK,,National NGO,Rahnuma-Family Planning Assocation of Pakistan,
GB-CHC-1058991,rc,NGO,Railway Children,, ,,,2021,GB,,International NGO,Railway Children,
TZ-TRA-110-664-087,rc2africa,NGO,Railway Children Africa,, ,,,2019,TZ,,National NGO,Railway Children Africa,
NL-KVK-34200988 (deprecated),rainfoundation,NGO,RAIN Foundation (former),, ,,,#N/A,NL,,International NGO,RAIN Foundation (former),
US-EIN-94-3045180,ran,NGO,Rainforest Action Network,, ,,,2021,US,,International NGO,Rainforest Action Network,
US-EIN-13-3377893,rainforest-alliance,NGO,Rainforest Alliance,, ,,,2020,US,,International NGO,Rainforest Alliance,
GB-CHC-1138287,rfuk,NGO,Rainforest Foundation UK,, ,,,2021,GB,,International NGO,Rainforest Foundation UK,
GB-CHC-1047653,raleigh_int,NGO,Raleigh International,, ,,,2021,GB,,International NGO,Raleigh International,
BE-BCE_KBO-0454555163,rcn,NGO,RCN Justice & D̩mocratie,, ,,,2021,BE,,National NGO,RCN Justice & D̩mocratie,
UG-NGB-12317,rahuug,NGO,Reach A Hand Uganda,, ,,,#N/A,UG,,National NGO,Reach A Hand Uganda,
NL-KVK-27267681,climate_centre,NGO,Red Cross Red Crescent Climate Centre,, ,,,2020,NL,,International NGO,Red Cross Red Crescent Climate Centre,
GB-CHC-1079752,redruk,NGO,RedR UK,, ,,,2021,GB,,International NGO,RedR UK,
GH-DSW-1103,rains,NGO,Regional Advisory Information and Network Systems,, ,,,2021,GH,,National NGO,Regional Advisory Information and Network Systems,
IQ-NGO-1Z2634,reach-iraq,NGO,"Rehabilitation, Education and Community Health (REACH)",, ,,,2018,IQ,,National NGO,"Rehabilitation, Education and Community Health (REACH)",
GB-CHC-1098106,ri-uk,NGO,Relief International UK,, ,,,2021,GB,,International NGO,Relief International UK,
GB-COH-4905100,rem,NGO,Resource Extraction Monitoring,, ,,,2012,GB,,International NGO,Resource Extraction Monitoring,
XI-IATI-81-3014704,,,,,,,,,,,,,
LB-MOI-6491,restartcenter,NGO,Restart Center,, ,,,2019,LB,,National NGO,Restart Center,
GB-CHC-1127488,restless,NGO,Restless Development,, ,,,2020,GB,,International NGO,Restless Development,
US-EIN-20-8530747,r4d,NGO,Results for Development,, ,,,2021,US,,International NGO,Results for Development,
GB-CHC-1122799,retrak,NGO,Retrak,, ,,,#N/A,GB,,International NGO,Retrak,
NL-KVK-24365461,rtp,NGO,Right to Play Netherlands Foundation,, ,,,2020,NL,,International NGO,Right to Play Netherlands Foundation,
GB-COH-00070527,,,,,,,,,,,,,
US-EIN-20-3690821,rri,NGO,Rights and Resources Initaitive,, ,,,2021,US,,International NGO,Rights and Resources Initaitive,
BE-BCE_KBO-0420656336,rikolto_belgium,NGO,Rikolto in Belgium,, ,,,2021,BE,,National NGO,Rikolto in Belgium,
BE-BCE_KBO-0461634084,rkiv,NGO,Rode Kruis-Vlaanderen Internationaal vzw,, ,,,2020,BE,,National NGO,Rode Kruis-Vlaanderen Internationaal vzw,
GB-CHC-1147083,rojiroti,NGO,Rojiroti UK,, ,,,2015,GB,,International NGO,Rojiroti UK,
BE-BCE_KBO-0419189557,rc4d,NGO,Rotary Clubs For Development,, ,,,2021,BE,,National NGO,Rotary Clubs For Development,
GB-CHC-223106,rcgp-international,NGO,Royal College of General Practitioners (RCGP),, ,,,#N/A,GB,,National NGO,Royal College of General Practitioners (RCGP),
GB-CHC-1174874,rcel,NGO,Royal Commonwealth Ex-Sevices League,, ,,,2021,GB,,International NGO,Royal Commonwealth Ex-Sevices League,
GB-CHC-209603,rnli_international,NGO,Royal National Lifeboat Institution (RNLI),, ,,,2021,GB,,International NGO,Royal National Lifeboat Institution (RNLI),
GB-CHC-207076,rspb_,NGO,Royal Society for the Protection of Birds,, ,,,2015,GB,,International NGO,Royal Society for the Protection of Birds,
NL-KVK-33185213,kit,NGO,Royal Tropical Institute,, ,,,2021,NL,,International NGO,Royal Tropical Institute,
NL-KVK-41193594,rutgers,NGO,Rutgers,, ,,,2019,NL,,International NGO,Rutgers,
GB-CHC-1105489,sct,NGO,Sabre Education Limited,, ,,,2021,GB,,International NGO,Sabre Education Limited,
GB-CHC-1043843,saferworld,NGO,Saferworld,, ,,,2021,GB,,International NGO,Saferworld,
GB-CHC-1001349,spuk,NGO,Samaritan's Purse UK,, ,,,2018,GB,,International NGO,Samaritan's Purse UK,
YE-MSAL-49-M-2019,scss,NGO,Sana'a Center for Strategic Studies,, ,,,2021,YE,,National NGO,Sana'a Center for Strategic Studies,
GH-DSW-4711,savsign-org,NGO,Savana Signatures,, ,,,#N/A,GH,,National NGO,Savana Signatures,
DK-CVR-63407216,redbarnet,NGO,Save the Children DK,, ,,,2021,DK,,International NGO,Save the Children DK,
GB-CHC-1076822,sci,NGO,Save the Children International,, ,,,2021,GB,,International NGO,Save the Children International,
NL-KVK-41201463,scnl,NGO,Save the Children Netherlands,, ,,,2021,NL,,International NGO,Save the Children Netherlands,
GB-COH-213890,scuk,NGO,Save the Children UK,, ,,,2021,GB,,International NGO,Save the Children UK,
BE-BCE_KBO-0410661673,scibelgium,NGO,SCI Projets Internationaux ASBL_Service Civil International branche belge,, ,,,2021,BE,,National NGO,SCI Projets Internationaux ASBL_Service Civil International branche belge,
GB-SC-SC035314,sinda,NGO,Scotland's International Development Alliance,, ,,,2020,GB,,Regional NGO,Scotland's International Development Alliance,
GB-SC-SC012302,sciaf,NGO,Scottish Catholic International Aid Fund (SCIAF),, ,,,2021,GB,,International NGO,Scottish Catholic International Aid Fund (SCIAF),
US-EIN-47-3511012,sdsna,NGO,"SDSN Association, Inc.",, ,,,2021,US,,International NGO,"SDSN Association, Inc.",
BE-BCE_KBO-0453975341,sfcg,NGO,Search for Common Ground (SFCG),, ,,,#N/A,BE,,International NGO,Search for Common Ground (SFCG),
FR-SIRET-77566669600015,sccf,NGO,SECOURS CATHOLIQUE - CARITAS FRANCE,, ,,,#N/A,FR,,International NGO,SECOURS CATHOLIQUE - CARITAS FRANCE,
NL-KVK-41180500,syf,NGO,SeeYou Foundation,, ,,,2021,NL,,International NGO,SeeYou Foundation,
IE-CHY-6663,self-help-africa,NGO,Self Help Africa,, ,,,2021,IE,,International NGO,Self Help Africa,
GB-CHC-299717,sendacow,NGO,Send a Cow,, ,,,2021,GB,,International NGO,Send a Cow,
ET-CSA-0638,sacethiopia,NGO,Send a Cow Ethiopia,, ,,,#N/A,ET,,National NGO,Send a Cow Ethiopia,
KE-NCB-2180511703310709,sac_kenya,NGO,Send a Cow Kenya,, ,,,2021,KE,,National NGO,Send a Cow Kenya,
SACU,sacu,NGO,Send a Cow Uganda,, ,,,2015,UG,,National NGO,Send a Cow Uganda,
GB-CHC-1076497,sense_international,NGO,Sense International,, ,,,2021,GB,,International NGO,Sense International,
ZA-CIP-M2005001486,srhr_africa_trust,NGO,Sexual Reproductive Health and Rights Africa Trust,, ,,,#N/A,ZA,,Regional NGO,Sexual Reproductive Health and Rights Africa Trust,
GB-CHC-1096479,shelterbox,NGO,ShelterBox,, ,,,#N/A,GB,,International NGO,ShelterBox,
US-EIN-45-2779314,shiftproject,NGO,Shift Project Ltd.,, ,,,#N/A,US,,International NGO,Shift Project Ltd.,
NP-SWC-00589,shtrii_shakti,NGO,Shtrii Shakti,, ,,,#N/A,NP,,National NGO,Shtrii Shakti,
GB-CHC-207544,ss-org,NGO,Sightsavers,, ,,,2021,GB,,International NGO,Sightsavers,
GB-CHC-1151615,signal,NGO,Signal,, ,,,2017,GB,,International NGO,Signal,
NG-CAC-1260478,silsab1-_,NGO,Silsab Foundation,, ,,,#N/A,NG,,National NGO,Silsab Foundation,
GB-COH-8835431,simprints,NGO,Simprints,, ,,,2017,GB,,International NGO,Simprints,
NL-KVK-41152786,snv,NGO,SNV Netherlands Development Organisation,, ,,,2021,NL,,International NGO,SNV Netherlands Development Organisation,
GB-COH-7557881,simlab,NGO,Social Impact Lab CIC,, ,,,2015,GB,,International NGO,Social Impact Lab CIC,
BJ-IFU-6201101048400,swb_1,NGO,Social Watch Benin,, ,,,2017,BJ,,National NGO,Social Watch Benin,
CH-FDJP-CHE105829963,solidarsuisse,NGO,Solidar Suisse,, ,,,2021,CH,,International NGO,Solidar Suisse,
NL-KVK-51756811,solidaridad,NGO,Solidaridad,, ,,,2020,NL,,International NGO,Solidaridad,
NL-KVK-41150939,solidaridad-europe,NGO,Solidaridad Europe,, ,,,2021,NL,,International NGO,Solidaridad Europe,
HK-CR-1494242,solidaridad-ssea,NGO,Solidaridad South & South-East Asia,, ,,,2020,IN,,International NGO,Solidaridad South & South-East Asia,
GH-DSW-5574,solidaridad-waf,NGO,Solidaridad West Africa,, ,,,2020,GH,,International NGO,Solidaridad West Africa,
FR-RCS-389515180,solidarites-international,NGO,Solidarites International,, ,,,#N/A,FR,,International NGO,Solidarites International,
BE-BCE_KBO-0432624255,solsoc,NGO,Solsoc,, ,,,2020,BE,,National NGO,Solsoc,
XI-IATI-IATI-BBDN,,,,,,,,,,,,,
XI-IATI-law22.1999,,,,,,,,,,,,,
MX-RFC-SLP1412039F3,polea,NGO,Soluciones en Legislaci�_n y Pol�_tica Ambiental AC,, ,,,#N/A,MX,,National NGO,Soluciones en Legislaci�_n y Pol�_tica Ambiental AC,
ZA-PBO-064-502,sjg,NGO,Sonke Gender Justice,, ,,,2020,ZA,,International NGO,Sonke Gender Justice,
KE-NGCB-149,soscvkenya,NGO,SOS Children's Villages Kenya,, ,,,2015,KE,,International NGO,SOS Children's Villages Kenya,
BE-BCE_KBO-0425410524,sosfaim,NGO,SOS FAIM - SOS HUNGER,, ,,,2020,BE,,National NGO,SOS FAIM - SOS HUNGER,
BE-BCE_KBO-0408628435,svdbskb_admin,NGO,SOS Kinderdorpen Belgi�� / SOS Villages d'Enfants Belgique,, ,,,2021,BE,,International NGO,SOS Kinderdorpen Belgi�� / SOS Villages d'Enfants Belgique,
GB-COH-2100867,sossaheluk,NGO,SOS Sahel International UK,, ,,,2013,GB,,International NGO,SOS Sahel International UK,
GB-COH-04354941,soundseekers,NGO,Sound Seekers Limited,, ,,,2019,GB,,International NGO,Sound Seekers Limited,
ZA-NPO-061-870,sacbc,NGO,Southern African Catholic Bishops' Conference Aids Office,, ,,,2015,ZA,,Regional NGO,Southern African Catholic Bishops' Conference Aids Office,
ZA-NPO-048-364,ssn,NGO,SouthSouthNorth,, ,,,2021,ZA,,International NGO,SouthSouthNorth,
NL-KVK-41213450,spark,NGO,SPARK,, ,,,2021,NL,,International NGO,SPARK,
US-EIN-26-3933134,shn,NGO,Special Hope Network,, ,,,2018,US,,International NGO,Special Hope Network,
GB-CHC-1148143,sdn,NGO,Stakeholder Democracy Network,, ,,,2021,GB,,International NGO,Stakeholder Democracy Network,
NL-KVK-41217595,aanl,NGO,Stichting ActionAId,, ,,,2019,NL,,International NGO,Stichting ActionAId,
NL-KVK-34229026,aflatoun,NGO,Stichting Aflatoun International,, ,,,#N/A,NL,,International NGO,Stichting Aflatoun International,
NL-KVK-72849770,stichting-subsidiegelden-dra,NGO,Stichting Beheer Subsidiegelden DRA,, ,,,2021,NL,,International NGO,Stichting Beheer Subsidiegelden DRA,
NL-KVK-41169658,stichtingfern,NGO,Stichting Fern,, ,,,2020,NL,,International NGO,Stichting Fern,
NL-KVK-30285304,humana_houben,NGO,Stichting Humana,, ,,,#N/A,NL,,International NGO,Stichting Humana,
NL-KVK-41167934,skn,NGO,Stichting Kinderpostzegels Nederland,, ,,,2020,NL,,International NGO,Stichting Kinderpostzegels Nederland,
NL-KVK-41081480,slf,NGO,Stichting Liliane Fonds,, ,,,2019,NL,,National NGO,Stichting Liliane Fonds,
NL-KVK-41022454,redeenkind,NGO,Stichting Red een Kind,, ,,,2017,NL,,International NGO,Stichting Red een Kind,
NL-KVK-41149486,st_vluchteling,NGO,Stichting Vluchteling,, ,,,2021,NL,,International NGO,Stichting Vluchteling,
NL-KVK-41192276,nl_wg,NGO,Stichting Wilde Ganzen/ IKON,, ,,,2021,NL,,National NGO,Stichting Wilde Ganzen/ IKON,
NL-KVK-41118168,w-d,NGO,Stichting Woord en Daad,, ,,,2021,NL,,International NGO,Stichting Woord en Daad,
SE-ON-802425-8702,siwi,NGO,Stockholm International Water Institute,, ,,,2021,SE,,International NGO,Stockholm International Water Institute,
GB-CHC-1128536,street_child,NGO,Street Child,, ,,,2021,GB,,International NGO,Street Child,
GB-CHC-1127206,si,NGO,StreetInvest,, ,,,2015,GB,,International NGO,StreetInvest,
XI-IATI-5914-1107,stromme_ug,NGO,Stromme Foundation,, ,,,2017,UG,,National NGO,Stromme Foundation,
NL-KVK-27251823,stad,NGO,Support Trust for Africa Development (STAD),, ,,,2019,NL,,International NGO,Support Trust for Africa Development (STAD),
GB-CHC-1065705,surf,NGO,Survivors Fund (SURF),, ,,,2021,GB,,International NGO,Survivors Fund (SURF),
GB-CHC-1188731,sha,NGO,Sustainable Hospitality Alliance,, ,,,2020,GB,,International NGO,Sustainable Hospitality Alliance,
NL-KVK-30285304,simone_sympany,NGO,Sympany+,, ,,,#N/A,NL,,International NGO,Sympany+,
US-EIN-82-0644678,synergiaihr,NGO,Synerg�_a - Initiatives for Human Rights,, ,,,2020,US,,International NGO,Synerg�_a - Initiatives for Human Rights,
US-EIN-81-3014704,sjac,NGO,Syria Justice and Accountability Centre (SJAC),, ,,,#N/A,US,,National NGO,Syria Justice and Accountability Centre (SJAC),
GB-CHC-1143797,sr,NGO,Syria Relief,, ,,,2017,GB,,National NGO,Syria Relief,
FR-RCS-83764263600018,scm,NGO,Syrian Center for Media and Freedom of Expression,, ,,,#N/A,FR,,National NGO,Syrian Center for Media and Freedom of Expression,
PK-VSWA-32-2004,tkf1234,NGO,Tameer-e-Khalaq Foundation,, ,,,0,PK,,National NGO,Tameer-e-Khalaq Foundation,
GB-CHC-1098752,targettb,NGO,Target TB,, ,,,2015,GB,,International NGO,Target TB,
GB-CHC-1071886,tbalert,NGO,TB Alert,, ,,,2018,GB,,International NGO,TB Alert,
GB-CHC-1112699,tamtf,NGO,Teach A Man To Fish,, ,,,2015,GB,,International NGO,Teach A Man To Fish,
NL-KVK-41177385,tear,NGO,TEAR fund Nederland,, ,,,2021,NL,,National NGO,TEAR fund Nederland,
GB-CHC-265464,tearfund,NGO,Tearfund,, ,,,2021,GB,,International NGO,Tearfund,
BE-BCE_KBO-0419872616,tfb_admin1,NGO,Tearfund VZW (TFBE),, ,,,2021,BE,,National NGO,Tearfund VZW (TFBE),
US-EIN-13-2626135,tns,NGO,TechnoServe,, ,,,2020,US,,International NGO,TechnoServe,
CH-FDJP-CHE106823242,tdh_foundation,NGO,Terre des hommes- Aide �� l'enfance dans le monde- Fondation,, ,,,2020,CH,,International NGO,Terre des hommes- Aide �� l'enfance dans le monde- Fondation,
NL-KVK-41149287,tdh_nl,NGO,Terre des Hommes Netherlands,, ,,,2021,NL,,International NGO,Terre des Hommes Netherlands,
NL-KVK-58279199,atnf,NGO,The Access to Nutrition Foundation,, ,,,2020,NL,,International NGO,The Access to Nutrition Foundation,
US-EIN-941191246,taf,NGO,The Asia Foundation,, ,,,2021,US,,International NGO,The Asia Foundation,
US-EIN-58-1454716,carter-center,NGO,The Carter Center,, ,,,2018,US,,International NGO,The Carter Center,
MW-CNM-C057/1998,cavwoc,NGO,the center for victimized women and children,, ,,,2017,MW,,National NGO,the center for victimized women and children,
NG-CAC-RC481360,cbi-nigeria,NGO,The Convention on Business Integrity,, ,,,#N/A,NG,,International NGO,The Convention on Business Integrity,
US-EIN-131837418,foundation_center,NGO,The Foundation Center,, ,,,2014,US,,International NGO,The Foundation Center,
GB-CHC-1140288,fhfuk,NGO,The Fred Hollows Foundation (UK),, ,,,2021,GB,,International NGO,The Fred Hollows Foundation (UK),
GB-CHC-1158838,tff,NGO,The Freedom Fund,, ,,,2020,GB,,International NGO,The Freedom Fund,
CH-FDJP-CHE-110347351,gain,NGO,The Global Alliance for Improved Nutrition,, ,,,2021,CH,,International NGO,The Global Alliance for Improved Nutrition,
US-EIN-14-1945286,gdi,NGO,"The Global Development Incubator, Inc",, ,,,2021,US,,International NGO,"The Global Development Incubator, Inc",
US-EIN-471065461,msmgf,NGO,The Global Forum on MSM & HIV (MSMGF),, ,,,2020,US,,International NGO,The Global Forum on MSM & HIV (MSMGF),
GB-CHC-1175658,gsg,NGO,the global steering group for impact investment,, ,,,2021,GB,,International NGO,the global steering group for impact investment,
GB-CHC-1001813,halo,NGO,The HALO Trust,, ,,,2021,GB,,International NGO,The HALO Trust,
NL-KVK-41201198,thp_org,NGO,The Hunger Project Netherlands,, ,,,2020,NL,,International NGO,The Hunger Project Netherlands,
GB-CHC-254781,theict,NGO,The International Children's Trust,, ,,,2017,GB,,International NGO,The International Children's Trust,
ZA-NPO-213-268,,,,,,,,,,,,,
CA-CRA_ACR-127202349,iisd,NGO,The International Institute for Sustainable Development,, ,,,2021,CA,,International NGO,The International Institute for Sustainable Development,
US-EIN-13-5660870,irc_inc,NGO,The International Rescue Committee,, ,,,2021,US,,International NGO,The International Rescue Committee,
RW-RGB-114-RGB-RGO-2013,laf,NGO,The Legal Aid Forum,, ,,,2020,RW,,National NGO,The Legal Aid Forum,
GB-CHC-1050327,tlmew,NGO,The Leprosy Mission England and Wales,, ,,,2021,GB,,International NGO,The Leprosy Mission England and Wales,
NP-SWC-17775,tlmnepal,NGO,The Leprosy Mission Nepal,, ,,,2021,NP,,National NGO,The Leprosy Mission Nepal,
GB-COH-05126149,the_mentor_initiative,NGO,The MENTOR Initiative,, ,,,2021,GB,,International NGO,The MENTOR Initiative,
BJ-IFU-6201408024805,ancb_benin,NGO,The National Association of Municipalities of Benin (ANCB),, ,,,2021,BJ,,National NGO,The National Association of Municipalities of Benin (ANCB),
GB-CHC-214779,said-uk,NGO,The Salvation Army International Development UK,, ,,,2015,GB,,International NGO,The Salvation Army International Development UK,
MW-NBM-00139,tfacmalawi,NGO,Theatre for a Change Malawi,, ,,,2017,MW,,National NGO,Theatre for a Change Malawi,
GB-CHC-1104458,tfac,NGO,Theatre for a Change UK,, ,,,2017,GB,,International NGO,Theatre for a Change UK,
NE-DGI-5355,timidria,NGO,Timidria,, ,,,2019,NE,,National NGO,Timidria,
KE-RCO-CPR/2009/5689,tmea,NGO,TradeMark East Africa,, ,,,2021,KE,,Regional NGO,TradeMark East Africa,
GB-COH-3031674,traidcraft,NGO,Traidcraft Exchange,, ,,,2021,GB,,International NGO,Traidcraft Exchange,
GB-CHC-1081769,transafrica19,NGO,Transform Africa,, ,,,2021,GB,,International NGO,Transform Africa,
CO-CCB-S0052181,transforma,NGO,transforma,, ,,,#N/A,CO,,National NGO,transforma,
BD-NAB-1301,tib,NGO,Transparency International Bangladesh,, ,,,2020,BD,,National NGO,Transparency International Bangladesh,
KE-RCO-84486,ti_kenya,NGO,Transparency International Kenya,, ,,,2019,KE,,National NGO,Transparency International Kenya,
XM-DAC-21033,transparency-international,NGO,Transparency International Secretariat,, ,,,2020,DE,,International NGO,Transparency International Secretariat,
GB-CHC-1112842,ti-uk,NGO,Transparency International UK,, ,,,2019,GB,,International NGO,Transparency International UK,
GB-CHC-1135156,treea,NGO,TREE AID,, ,,,2021,GB,,International NGO,TREE AID,
FR-RCS-40885667200030,tgh,NGO,Triangle G̩n̩ration Humanitaire,, ,,,2021,FR,,International NGO,Triangle G̩n̩ration Humanitaire,
DK-CVR-33985339,trianglen,NGO,Trianglen,, ,,,2018,DK,,National NGO,Trianglen,
BE-BCE_KBO-0427736148,trias,NGO,Trias,, ,,,2021,BE,,National NGO,Trias,
ET-CSA-3994,trig,NGO,Triggerise Ethiopia,, ,,,2019,ET,,International NGO,Triggerise Ethiopia,
IE-CHY-20009601,trocaire,NGO,Trocaire,, ,,,2021,IE,,International NGO,Trocaire,
GB-COH-NI21482,troc,NGO,Trocaire (Northern Ireland),, ,,,2020,GB,,International NGO,Trocaire (Northern Ireland),
NL-KVK-41155305,tbi,NGO,Tropenbos International,, ,,,2020,NL,,International NGO,Tropenbos International,
GB-CHC-1113101,tropicalhealth,NGO,Tropical Health and Education Trust,, ,,,2018,GB,,International NGO,Tropical Health and Education Trust,
GB-CHC-1069208,tao-03473165,NGO,Trust for Africa's Orphans,, ,,,2012,GB,,International NGO,Trust for Africa's Orphans,
KE-KRA-P051161193S,ticah,NGO,Trust for Indigenous Culture and Health,, ,,,#N/A,KE,,International NGO,Trust for Indigenous Culture and Health,
TZ-BRE-63966,twaweza,NGO,Twaweza,, ,,,2016,TZ,,Regional NGO,Twaweza,
GB-CHC-291824,twin-iati,NGO,Twin,, ,,,2018,GB,,International NGO,Twin,
GB-CHC-1166956,uk-med,NGO,UK-Med,, ,,,2021,GB,,International NGO,UK-Med,
BE-BCE_KBO-0415627875,ulbcoop,NGO,ULB-Coop̩ration,, ,,,2021,BE,,National NGO,ULB-Coop̩ration,
BE-BCE_KBO-0407562029,ub,NGO,Unicef Belgium National Committee,, ,,,2020,BE,,National NGO,Unicef Belgium National Committee,
NL-KVK-27102631,unicefnl,NGO,UNICEF Netherlands National Committee,, ,,,2021,NL,,National NGO,UNICEF Netherlands National Committee,
PS-MOI-RA-22220-A,uawc,NGO,Union of Agricultural Work Committees,, ,,,#N/A,PS,,National NGO,Union of Agricultural Work Committees,
KE-RSO-14210,udpk,NGO,United Disabled Persons of Kenya,, ,,,2020,KE,,National NGO,United Disabled Persons of Kenya,
XI-IATI-1002,umn,NGO,United Mission to Nepal,, ,,,2018,NP,,International NGO,United Mission to Nepal,
US-EIN-58-2368165,unf,NGO,United Nations Foundation,, ,,,2021,US,,National NGO,United Nations Foundation,
GB-CHC-272465,cu,NGO,United Purpose,, ,,,2020,GB,,International NGO,United Purpose,
NL-KVK-67143555,united_work,NGO,United Work,, ,,,2020,NL,,National NGO,United Work,
BE-BCE_KBO-0420790948,ucos,NGO,Universitair Centrum voor Ontwikkelingssamenwerking,, ,,,2021,BE,,National NGO,Universitair Centrum voor Ontwikkelingssamenwerking,
US-EIN-03-0419743,uaf,NGO,Urgent Action Fund for Women's Human Rights,, ,,,#N/A,US,,International NGO,Urgent Action Fund for Women's Human Rights,
CO-CCB-00159397,uafla,NGO,Urgent Action Fund Latin America and the Caribbean,, ,,,2020,CO,,Regional NGO,Urgent Action Fund Latin America and the Caribbean,
KE-NCB-200201282375,uaf-africa,NGO,Urgent Action Fund-Africa,, ,,,2020,KE,,Regional NGO,Urgent Action Fund-Africa,
NL-KVK-34159275,utz,NGO,UTZ,, ,,,2021,NL,,International NGO,UTZ,
RW-RGB-101-RGB-NGO-2014,uwezo_youth_empowerment,NGO,UWEZO Youth Empowerment,, ,,,2019,RW,,National NGO,UWEZO Youth Empowerment,
GB-CHC-1145119,varkeyfoundation,NGO,Varkey Foundation,, ,,,2021,GH,,International NGO,Varkey Foundation,
BE-BCE_KBO-0442168263,vsfbelgium,NGO,VETERINAIRES SANS FRONTIERES / DIERENARTSEN ZONDER GRENZEN - BELGIUM,, ,,,2021,BE,,National NGO,VETERINAIRES SANS FRONTIERES / DIERENARTSEN ZONDER GRENZEN - BELGIUM,
BE-BCE_KBO-0413119733,via-db,NGO,VIA Don Bosco,, ,,,2020,BE,,National NGO,VIA Don Bosco,
US-EIN-22-2852248,villageenterprise,NGO,Village Enterprise,, ,,,2021,US,,International NGO,Village Enterprise,
GB-CHC-1117377,villagewater,NGO,Village Water Ltd,, ,,,2021,GB,,International NGO,Village Water Ltd,
GB-CHC-1081695,vao,NGO,Vision Aid Overseas,, ,,,2017,GB,,International NGO,Vision Aid Overseas,
GB-CHC-1140123,vfan,NGO,Vision for a Nation Foundation,, ,,,2014,GB,,International NGO,Vision for a Nation Foundation,
US-EIN-22-3900800,vfi,NGO,VisionFund International,, ,,,2019,US,,International NGO,VisionFund International,
GB-CHC-1053389,viva,NGO,Viva,, ,,,2019,GB,,International NGO,Viva,
BE-BCE_KBO-0418282311,g3w-m3m_admin,NGO,Viva Salud,, ,,,2021,BE,,National NGO,Viva Salud,
GB-CHC-313757,vso,NGO,Voluntary Service Overseas (VSO),, ,,,2021,GB,,International NGO,Voluntary Service Overseas (VSO),
CA-CRA_ACR-872374426,wcc,NGO,War Child Canada,, ,,,2017,CA,,International NGO,War Child Canada,
NL-KVK-41215393,warchildholland,NGO,War Child Holland,, ,,,2021,NL,,International NGO,War Child Holland,
GB-CHC-1071659,wcuk,NGO,War Child UK,, ,,,2021,GB,,International NGO,War Child UK,
GB-CHC-208724,waronwant,NGO,War on Want,, ,,,2014,GB,,International NGO,War on Want,
